human_gene_id	mouse_gene_id	human_symbol	mouse_symbol	symbol_match
143458	241576	LDLRAD3	Ldlrad3	match
143471	73677	PSMA8	Psma8	match
143570	446101	XRRA1	Xrra1	match
143630	244179	UBQLNL	Ubqlnl	match
143662	269328	MUC15	Muc15	match
143678	75641	FREY1	Frey1	match
143684	72826	FAM76B	Fam76b	match
143686	75747	SESN3	Sesn3	match
143689	330890	PIWIL4	Piwil4	match
143872	71544	ARHGAP42	Arhgap42	match
143879	69149	KBTBD3	Kbtbd3	match
143884	244672	CWF19L2	Cwf19l2	match
143888	68304	POGLUT3	Poglut3	match
143903	244864	LAYN	Layn	match
143941	192653	TTC36	Ttc36	match
144097	68229	SPINDOC	Spindoc	match
144100	233765	PLEKHA7	Plekha7	match
144108	101685	SPTY2D1	Spty2d1	match
144110	67893	TMEM86A	Tmem86a	match
144132	77505	DNHD1	Dnhd1	match
144165	106042	PRICKLE1	Prickle1	match
144193	71761	AMDHD1	Amdhd1	match
144233	75284	BCDIN3D	Bcdin3d	match
144245	380959	ALG10B	Alg10	human_extra_suffix
144321	67537	GLIPR1L2	Glipr1l2	match
144347	73121	RFLNA	Rflna	match
144348	269704	ZNF664	Zfp664	mismatch
144363	67636	ETFRF1	Etfrf1	match
144402	66871	CPNE8	Cpne8	match
144404	330189	TMEM120B	Tmem120b	match
144406	269701	CFAP251	Cfap251	match
144423	319804	GLT1D1	Glt1d1	match
144453	382427	BEST3	Best3	match
144455	52679	E2F7	E2f7	match
144501	74127	KRT80	Krt80	match
144535	380654	CFAP54	Cfap54	match
144577	270802	KICS2	Kics2	match
144608	320135	C12orf60	BC049715	mismatch
144699	101358	FBXL14	Fbxl14	match
144715	231724	RAD9B	Rad9b	match
144717	231717	PHETA1	Pheta1	match
144809	219170	FAM216B	Fam216b	match
144811	210808	LACC1	Lacc1	match
145173	381694	B3GLCT	B3glct	match
145226	77974	RDH12	Rdh12	match
145258	14836	GSC	Gsc	match
145264	68054	SERPINA12	Serpina12	match
145270	170952	PRIMA1	Prima1	match
145282	73490	MIPOL1	Mipol1	match
145376	210762	PPP1R36	Ppp1r36	match
145389	625098	SLC38A6	Slc38a6	match
145407	67419	ARMH4	Armh4	match
145447	100504285	ABHD12B	Abhd12b	match
145482	77219	PTGR2	Ptgr2	match
145483	217705	FAM161B	Fam161b	match
145497	627607	LRRC74A	Lrrc74a	match
145501	217738	ISM2	Ism2	match
145508	75216	CEP128	Cep128	match
145553	67881	MDP1	Mdp1	match
145567	104718	TTC7B	Ttc7b	match
145581	238205	LRFN5	Lrfn5	match
145645	74401	TERB2	Terb2	match
145741	244911	C2CD4A	C2cd4a	match
145748	75099	LYSMD4	Lysmd4	match
145773	76886	FAM81A	Fam81a	match
145788	546143	PIERCE2	Pierce2	match
145814	78444	PGPEP1L	Pgpep1l	match
145853	69478	C15orf61	2300009A05Rik	mismatch
145864	67666	HAPLN3	Hapln3	match
145873	17293	MESP2	Mesp2	match
145942	67356	TMCO5A	Tmco5	human_extra_suffix
145957	83961	NRG4	Nrg4	match
146050	99334	ZSCAN29	Zscan29	match
146057	140810	TTBK2	Ttbk2	match
146059	68968	CDAN1	Cdan1	match
146167	234788	SLC38A8	Slc38a8	match
146177	233813	VWA3A	Vwa3a	match
146183	246190	OTOA	Otoa	match
146198	22751	ZFP90	Zfp90	match
146206	234695	CARMIL2	Carmil2	match
146212	279499	KCTD19	Kctd19	match
146223	97487	CMTM4	Cmtm4	match
146225	73381	CMTM2	Cmtm2a	mouse_extra_suffix
146227	65115	BEAN1	Bean1	match
146279	70426	TEKT5	Tekt5	match
146310	67504	RNF151	Rnf151	match
146325	100034748	PRR35	Prr35	match
146330	214931	FBXL16	Fbxl16	match
146378	78118	C16orf92	4930451I11Rik	mismatch
146395	269994	GSG1L	Gsg1l	match
146433	76527	IL34	Il34	match
146434	71063	ZNF597	Zfp597	mismatch
146439	212733	BICDL2	Bicdl2	match
146456	66269	TMED6	Tmed6	match
146542	69234	ZNF688	Zfp688	mismatch
146547	77613	PRSS36	Prss36	match
146556	239691	C16orf89	AU021092	mismatch
146562	74684	DNAAF8	Dnaaf8	match
146664	268510	MGAT5B	Mgat5b	match
146691	216810	TOM1L2	Tom1l2	match
146705	78777	TEPSIN	Tepsin	match
146712	210004	QTGAL	B3gntl1	mismatch
146713	52897	RBFOX3	Rbfox3	match
146722	246746	CD300LF	Cd300lf	match
146754	327954	DNAH2	Dnah2	match
146760	237847	RTN4RL1	Rtn4rl1	match
146779	70894	EFCAB3	Efcab3	match
146845	71860	CFAP52	Cfap52	match
146849	276920	CCDC42	Ccdc42	match
146850	104709	PIK3R6	Pik3r6	match
146852	252868	ODF4	Odf4	match
146853	66330	C17orf50	1700020L24Rik	mismatch
146862	217012	UNC45B	Unc45b	match
146894	52685	CD300LG	Cd300lg	match
146909	70218	KIF18B	Kif18b	match
146923	217201	RUNDC1	Rundc1	match
146956	268465	EME1	Eme1	match
147007	195040	VMA12	Tmem199	mismatch
147011	216974	PROCA1	Proca1	match
147015	70451	DHRS13	Dhrs13	match
147040	216858	KCTD11	Kctd11	match
147111	77583	NOTUM	Notum	match
147138	217356	TMC8	Tmc8	match
147179	68524	WIPF2	Wipf2	match
147183	70810	KRT25	Krt25	match
147199	338417	SCGB1C1	Scgb1c1	match
147323	170461	STARD6	Stard6	match
147339	212163	ARK2N	Ark2n	match
147372	320924	CCBE1	Ccbe1	match
147381	12405	CBLN2	Cbln2	match
147409	16769	DSG4	Dsg4	match
147463	225187	ANKRD29	Ankrd29	match
147495	494504	APCDD1	Apcdd1	match
147645	75690	VSIG10L	Vsig10l	match
147646	105242927	C19orf84	Gm38999	mismatch
147650	75202	SPACA6	Spaca6	match
147670	100042450	SMIM17	Smim17	match
147685	73090	C19orf18	2900092C05Rik	mismatch
147699	232941	PPM1N	Ppm1n	match
147700	232943	KLC3	Klc3	match
147710	70080	IGSF23	Igsf23	match
147719	232973	LYPD4	Lypd4	match
147744	78052	TMEM190	Tmem190	match
147746	233020	HIPK4	Hipk4	match
147798	353499	TMC4	Tmc4	match
147807	66056	ZNF524	Zfp524	mismatch
147808	654801	ZNF784	Zfp784	mismatch
147841	67629	SPC24	Spc24	match
147872	384619	KASH5	Kash5	match
147906	629378	DACT3	Dact3	match
147912	20475	SIX5	Six5	match
147948	100416477	ZNF582	Zfp582	mismatch
147949	213011	ZNF583	Zfp583	mismatch
147965	73833	FAM98C	Fam98c	match
147968	60594	CAPN12	Capn12	match
147991	233115	DPY19L3	Dpy19l3	match
148014	73032	TTC9B	Ttc9b	match
148022	106759	TICAM1	Ticam1	match
148066	20834	ZNRF4	Znrf4	match
148109	76415	FAM187B	Fam187b	match
148113	68709	CILP2	Cilp2	match
148137	333193	PROSER3	Proser3	match
148156	72230	ZNF558	Zfp558	mismatch
148170	58804	CDC42EP5	Cdc42ep5	match
148223	66374	C19orf25	2310011J03Rik	mismatch
148229	67331	ATP8B3	Atp8b3	match
148252	208666	DIRAS1	Diras1	match
148266	72723	ZNF569	Zfp74	mismatch
148281	54524	SYT6	Syt6	match
148304	319266	C1orf74	A130010J15Rik	mismatch
148327	78284	CREB3L4	Creb3l4	match
148345	230909	CIROZ	Ciroz	match
148362	71678	BROX	Brox	match
148398	231004	SAMD11	Samd11	match
148418	75015	SAMD13	Samd13	match
148423	66421	C1orf52	2410004B18Rik	mismatch
148479	230936	PHF13	Phf13	match
148523	229599	CIART	Ciart	match
148534	99887	TLCD4	Tlcd4	match
148581	381534	UBE2U	Ube2u	match
148641	210027	SLC35F3	Slc35f3	match
148738	69585	HJV	Hjv	match
148741	213121	ANKRD35	Ankrd35	match
148753	329274	FAM163A	Fam163a	match
148789	97884	B3GALNT2	B3galnt2	match
148808	213006	SLC60A1	Mfsd4a	mismatch
148811	212933	PM20D1	Pm20d1	match
148867	66500	SLC30A7	Slc30a7	match
148870	381580	CCDC27	Ccdc27	match
148930	654462	KNCN	Kncn	match
148932	100465	MOB3C	Mob3c	match
148979	230587	GLIS1	Glis1	match
149018	69332	LELP1	Lelp1	match
149041	381305	RC3H1	Rc3h1	match
149069	100504491	DCDC2B	Dcdc2b	match
149076	230761	ZNF362	Zfp362	mismatch
149095	77772	DCST1	Dcst1	match
149111	72978	CNIH3	Cnih3	match
149175	215090	MANEAL	Maneal	match
149233	209590	IL23R	Il23r	match
149281	240879	NTMT2	Ntmt2	match
149297	226610	FAM78B	Fam78b	match
149345	77552	SHISA4	Shisa4	match
149371	102058	EXOC8	Exoc8	match
149420	230809	PDIK1L	Pdik1l	match
149428	171388	BNIPL	Bnipl	match
149461	242653	CLDN19	Cldn19	match
149465	68625	CFAP57	Cfap57	match
149466	66451	C1orf210	2610528J11Rik	mismatch
149473	381546	CCDC24	Ccdc24	match
149478	78611	BTBD19	Btbd19	match
149483	622665	CCDC17	Ccdc17	match
149499	74485	LRRC71	Lrrc71	match
149563	277744	SRARP	Srarp	match
149603	108660	RNF187	Rnf187	match
149643	75558	SPATA45	Spata45	match
149647	619288	GARIN4	Garin4	match
149685	246747	ADIG	Adig	match
149699	68236	GTSF1L	Gtsf1l	match
149840	73747	SHLD1	Shld1	match
149951	99311	COMMD7	Commd7	match
149954	381399	BPIFB4	Bpifb4	match
149986	241846	LSM14B	Lsm14b	match
149998	320355	LIPI	Lipi	match
150082	385668	LCA5L	Lca5l	match
150084	72058	IGSF5	Igsf5	match
150094	17691	SIK1	Sik1	match
150159	74446	SLC9B1	Slc9b1	match
150160	242891	CCT8L2	Cct8l1	mismatch
150209	72168	AIFM3	Aifm3	match
150223	69101	YDJC	Ydjc	match
150248	333670	C22orf15	Gm867	mismatch
150274	100900	HSCB	Hscb	match
150275	104479	CCDC117	Ccdc117	match
150280	75828	HORMAD2	Hormad2	match
150290	75219	DUSP18	Dusp18	match
150350	383075	ENTHD1	Enthd1	match
150353	57755	DNAJB7	Dnajb7	match
150356	214685	CHADL	Chadl	match
150365	74369	MEI1	Mei1	match
150368	338368	PHETA2	Pheta2	match
150372	74039	NFAM1	Nfam1	match
150379	75772	PNPLA5	Pnpla5	match
150383	72355	CDPF1	Cdpf1	match
150465	69737	TTL	Ttl	match
150468	70466	CKAP2L	Ckap2l	match
150483	71840	TEKT4	Tekt4	match
150572	12180	SMYD1	Smyd1	match
150677	260301	OTOS	Otos	match
150678	66915	COPS9	Cops9	match
150684	17846	COMMD1	Commd1	match
150696	192212	PROM2	Prom2	match
150709	319695	ANKAR	Ankar	match
150726	330369	FBXO41	Fbxo41	match
150737	72421	IFT70B	Ift70b	match
150763	215456	GPAT2	Gpat2	match
150771	73338	ITPRIPL1	Itpripl1	match
150864	72750	FAM117B	Fam117b	match
150921	69852	TCF23	Tcf23	match
150946	242915	GAREM2	Garem2	match
150962	74467	PUS10	Pus10	match
151011	103080	SEPTIN10	Septin10	match
151050	68691	KANSL1L	Kansl1l	match
151056	665270	PLB1	Plb1	match
151112	71861	ZSWIM2	Zswim2	match
151126	241494	ZNF385B	Zfp385b	mismatch
151176	227358	ERFE	Erfe	match
151188	65103	ARL6IP6	Arl6ip6	match
151194	67099	METTL21A	Mettl21a	match
151195	227210	CCNYL1	Ccnyl1	match
151230	277396	KLHL23	Klhl23	match
151242	75276	PPP1R1C	Ppp1r1c	match
151246	68549	SGO2	Sgo2a	mouse_extra_suffix
151254	73463	CATSPERT	C2cd6	mismatch
151258	320106	SLC38A11	Slc38a11	match
151295	22626	SLC23A3	Slc23a3	match
151306	227289	GPBAR1	Gpbar1	match
151354	105005	LRATD1	Lratd1	match
151393	381110	RMDN2	Rmdn2	match
151449	238057	GDF7	Gdf7	match
151473	71781	SLC16A14	Slc16a14	match
151516	67855	ASPRV1	Asprv1	match
151525	72137	WDSUB1	Wdsub1	match
151531	76654	UPP2	Upp2	match
151556	68526	GPR155	Gpr155	match
151613	67120	TTC14	Ttc14	match
151636	209200	DTX3L	Dtx3l	match
151647	320701	TAFA4	Tafa4	match
151648	72415	SGO1	Sgo1	match
151649	110332	PP2D1	Pp2d1	match
151651	211482	EFHB	Efhb	match
151742	242083	PPM1L	Ppm1l	match
151790	213248	WDR49	Wdr49	match
151827	71827	LRRC34	Lrrc34	match
151835	211232	CPNE9	Cpne9	match
151871	73703	DPPA2	Dppa2	match
151887	67896	CCDC80	Ccdc80	match
151888	208154	BTLA	Btla	match
151903	72654	CCDC12	Ccdc12	match
151963	239796	MB21D2	Mb21d2	match
151987	232314	PPP4R2	Ppp4r2	match
152002	268880	XXYLT1	Xxylt1	match
152006	73469	RNF38	Rnf38	match
152007	384009	GLIPR2	Glipr2	match
152065	243535	C3orf22	BC048671	mismatch
152098	100039681	ZCWPW2	Zcwpw2	match
152100	67899	CMC1	Cmc1	match
152110	674895	NEK10	Nek10	match
152137	67501	CCDC50	Ccdc50	match
152185	212514	SPICE1	Spice1	match
152189	70031	CMTM8	Cmtm8	match
152206	100502861	CCDC13	Ccdc13	match
152217	106264	NCBP2AS2	Ncbp2as2	match
152273	232237	FGD5	Fgd5	match
152404	207683	IGSF11	Igsf11	match
152405	74663	TEX55	Tex55	match
152485	622675	ZNF827	Zfp827	mismatch
152503	27059	SH3D19	Sh3d19	match
152518	100978	NFXL1	Nfxl1	match
152519	70701	NIPAL1	Nipal1	match
152559	231474	PAQR3	Paqr3	match
152573	330096	SHISA3	Shisa3	match
152579	212986	SCFD2	Scfd2	match
152586	67555	MGAT4D	Mgat4d	match
152789	76071	JAKMIP1	Jakmip1	match
152816	381651	ODAPH	Odaph	match
152831	83379	KLB	Klb	match
152877	74504	FAM53A	Fam53a	match
152926	243382	PPM1K	Ppm1k	match
152940	100233207	SPMIP2	Spmip2	match
152992	78890	TRMT44	Trmt44	match
153020	320292	RASGEF1B	Rasgef1b	match
153090	69601	DAB2IP	Dab2ip	match
153129	268706	SLC38A9	Slc38a9	match
153201	246049	SLC36A2	Slc36a2	match
153218	100038417	SPINK13	Spink13	match
153222	77128	CREBRF	Crebrf	match
153241	225523	CEP120	Cep120	match
153328	328258	SLC25A48	Slc25a48	match
153339	66074	TMEM167A	Tmem167	human_extra_suffix
153364	72852	MBLAC2	Mblac2	match
153396	72745	TMEM161B	Tmem161b	match
153443	67222	SRFBP1	Srfbp1	match
153527	66492	ZMAT2	Zmat2	match
153562	218518	MARVELD2	Marveld2	match
153572	16372	IRX2	Irx2	match
153579	237754	BTNL9	Btnl9	match
153642	77041	ARSK	Arsk	match
153643	238726	FAM81B	Fam81b	match
153657	75777	TTC23L	Ttc23l	match
153733	240261	CCDC112	Ccdc112	match
153745	432552	GARIN3	Garin3	match
153768	77619	PRELID2	Prelid2	match
153769	269016	SH3RF2	Sh3rf2	match
153770	69401	PLAC8L1	Plac8l1	match
153830	74315	RNF145	Rnf145	match
153918	75122	ZC2HC1B	Zc2hc1b	match
154007	67797	SNRNP48	Snrnp48	match
154043	215748	CNKSR3	Cnksr3	match
154075	268288	SAMD3	Samd3	match
154091	353169	SLC2A12	Slc2a12	match
154141	218121	MBOAT1	Mboat1	match
154150	15192	HDGFL1	Hdgfl1	match
154197	240023	PNLDC1	Pnldc1	match
154214	268291	RNF217	Rnf217	match
154215	432450	NKAIN2	Nkain2	match
154288	66991	KHDC3L	Khdc3	human_extra_suffix
154313	69329	CFAP206	Cfap206	match
154467	68597	CCDC167	Ccdc167	match
154661	242819	RUNDC3B	Rundc3b	match
154664	268379	ABCA13	Abca13	match
154743	101148	SAMTOR	Samtor	match
154790	665180	CLEC2L	Clec2l	match
154791	66117	FMC1	Fmc1	match
154796	27494	AMOT	Amot	match
154807	69568	VKORC1L1	Vkorc1l1	match
154810	75723	AMOTL1	Amotl1	match
154865	214704	IQUB	Iqub	match
154881	212919	KCTD7	Kctd7	match
155006	77522	TMEM213	Tmem213	match
155038	243374	GIMAP8	Gimap8	match
155051	214301	CRYGN	Crygn	match
155061	69228	ZNF746	Zfp746	mismatch
155066	76252	ATP6V0E2	Atp6v0e2	match
155184	435818	SLC2A7	Slc2a7	match
155185	231842	AMZ1	Amz1	match
155368	79565	METTL27	Mettl27	match
155382	194309	VPS37D	Vps37d	match
155435	381626	RBM33	Rbm33	match
155465	403205	AGR3	Agr3	match
157285	244418	PRAG1	Prag1	match
157310	73523	PEBP4	Pebp4	match
157313	108912	CDCA2	Cdca2	match
157378	74868	TMEM65	Tmem65	match
157506	98711	RDH10	Rdh10	match
157567	68839	ANKRD46	Ankrd46	match
157570	71988	ESCO2	Esco2	match
157574	50759	FBXO16	Fbxo16	match
157638	399603	LRATD2	Lratd2	match
157657	67157	CFAP418	Cfap418	match
157680	666173	VPS13B	Vps13b	match
157695	72148	TDRP	Tdrp	match
157697	234086	ERICH1	Erich1	match
157724	74087	SLC7A13	Slc7a13	match
157753	239408	TMEM74	Tmem74	match
157769	210998	FAM91A1	Fam91a1	match
157773	621080	C8orf48	AI429214	mismatch
157777	240697	MCMDC2	Mcmdc2	match
157807	74438	CLVS1	Clvs1	match
157848	74561	NKX6-3	Nkx6-3	match
157855	16532	KCNU1	Kcnu1	match
157869	226866	SBSPON	Sbspon	match
157922	227634	CAMSAP1	Camsap1	match
158038	242384	LINGO2	Lingo2	match
158046	75124	NXNL2	Nxnl2	match
158056	381352	MAMDC4	Mamdc4	match
158062	620709	LCN6	Lcn6	match
158067	68870	AK8	Ak8	match
158135	74410	TTLL11	Ttll11	match
158158	242505	RASEF	Rasef	match
158219	69863	TTC39B	Ttc39b	match
158234	69934	TRMT10B	Trmt10b	match
158248	338348	TTC16	Ttc16	match
158297	75811	SAXO1	Saxo1	match
158326	329872	FREM1	Frem1	match
158358	240613	BRD10	Brd10	match
158376	71406	SPAAR	Spaar	match
158399	100041581	ZNF483	Zkscan16	mismatch
158401	100155	SHOC1	Shoc1	match
158405	230259	KIAA1958	E130308A19Rik	mismatch
158427	272027	TSTD2	Tstd2	match
158431	435366	ZNF782	Platr25	mismatch
158471	353211	PRUNE2	Prune2	match
158521	207854	FMR1NB	Fmr1nb	match
158747	76763	MOSPD2	Mospd2	match
158763	75404	ARHGAP36	Arhgap36	match
158787	66611	RIBC1	Ribc1	match
158798	434756	AKAP14	Akap14	match
158830	245536	CXorf65	Gm614	mismatch
158833	245533	AWAT1	Awat1	match
158835	245532	AWAT2	Awat2	match
158866	108672	ZDHHC15	Zdhhc15	match
158880	635253	USP51	Usp51	match
159013	69155	CXorf38	1810030O07Rik	mismatch
159090	78755	PABIR2	Pabir2	match
159091	73866	PABIR3	Pabir3	match
159195	78787	USP54	Usp54	match
159296	18089	NKX2-3	Nkx2-3	match
159371	240660	SLC35G1	Slc35g1	match
159686	381229	CFAP58	Cfap58	match
159963	241612	SLC5A12	Slc5a12	match
159989	234964	DEUP1	Deup1	match
160065	100312987	PATE1	Pate1	match
160140	75311	C11orf65	4930550C14Rik	mismatch
160298	100503879	C11orf42	Gm5901	mismatch
160335	278279	TMTC2	Tmtc2	match
160364	232413	CLEC12A	Clec12a	match
160418	237500	TMTC3	Tmtc3	match
160419	66605	C12orf50	1700017N19Rik	mismatch
160428	216188	ALDH1L2	Aldh1l2	match
160492	74071	LMNTD1	Lmntd1	match
160518	320560	DENND5B	Dennd5b	match
160622	56149	TAMALIN	Tamalin	match
160728	216225	SLC5A8	Slc5a8	match
160760	320717	PPTC7	Pptc7	match
160762	330188	CCDC63	Ccdc63	match
160777	269693	CCDC60	Ccdc60	match
160851	380921	DGKH	Dgkh	match
160857	108811	CCDC122	Ccdc122	match
160897	58245	GPR180	Gpr180	match
161003	229277	STOML3	Stoml3	match
161142	70897	GARIN2	Garin2	match
161145	268567	TMEM229B	Tmem229b	match
161176	212073	SYNE3	Syne3	match
161198	66864	CLEC14A	Clec14a	match
161247	68680	FITM1	Fitm1	match
161253	140743	REM2	Rem2	match
161291	238257	TMEM30B	Tmem30b	match
161357	320772	MDGA2	Mdga2	match
161394	238333	SAMD15	Samd15	match
161424	67842	NOP9	Nop9	match
161436	319670	EML5	Eml5	match
161497	140476	STRC	Strc	match
161502	75556	CFAP161	Cfap161	match
161514	74286	TBC1D21	Tbc1d21	match
161582	67685	DNAAF4	Dnaaf4	match
161725	170711	OTUD7A	Otud7a	match
161742	114715	SPRED1	Spred1	match
161753	382075	CIMAP1C	Cimap1c	match
161823	75894	MAPDA	Adal	mismatch
161829	241624	EXD1	Exd1	match
161835	71313	FSIP1	Fsip1	match
161882	22761	ZFPM1	Zfpm1	match
161931	75773	ADAD2	Adad2	match
162073	319622	ITPRIPL2	Itpripl2	match
162239	22640	ZFP1	Zfp1	match
162282	382543	ANKFN1	Ankfn1	match
162333	632687	MARCHF10	Marchf10	match
162387	215723	MFSD6L	Mfsd6l	match
162417	217214	NAGS	Nags	match
162427	67998	RETREG3	Retreg3	match
162466	237928	PHOSPHO1	Phospho1	match
162494	246104	RHBDL3	Rhbdl3	match
162514	246788	TRPV3	Trpv3	match
162515	216867	SLC16A11	Slc16a11	match
162517	628100	FBXO39	Fbxo39	match
162540	237958	SPPL2C	Sppl2c	match
162605	70843	KRT28	Krt28	match
162681	269033	C18orf54	4930503L19Rik	mismatch
162979	63872	ZNF296	Zfp296	mismatch
162989	67379	DEDD2	Dedd2	match
163033	68490	ZNF579	Zfp579	mismatch
163049	244556	ZNF791	Zfp791	mismatch
163126	386655	EID2	Eid2	match
163154	100504446	PRR22	Prr22	match
163175	243914	LGI4	Lgi4	match
163183	233066	SYNE4	Syne4	match
163259	329727	DENND2C	Dennd2c	match
163404	75769	PLPPR5	Plppr5	match
163479	320181	FNDC7	Fndc7	match
163486	329260	DENND1B	Dennd1b	match
163589	214575	TDRD5	Tdrd5	match
163590	240832	TOR1AIP2	Tor1aip2	match
163702	242700	IFNLR1	Ifnlr1	match
163732	56222	CITED4	Cited4	match
163747	242602	CIMAP2	Cimap2	match
163778	229562	SPRR4	Sprr4	match
163782	242553	KANK4	Kank4	match
163786	72776	SASS6	Sass6	match
163859	208768	SDE2	Sde2	match
163882	226744	CNST	Cnst	match
163933	625638	FAM43B	Fam43b	match
164045	330149	HFM1	Hfm1	match
164091	71904	PAQR7	Paqr7	match
164118	214191	TTC24	Ttc24	match
164127	433386	CCDC185	Ccdc185	match
164153	67591	UBL4B	Ubl4b	match
164237	408190	WFDC13	Wfdc13	match
164312	320974	LRRN4	Lrrn4	match
164395	74711	TTLL9	Ttll9	match
164592	76872	CCDC116	Ccdc116	match
164633	192650	CABP7	Cabp7	match
164656	71753	TMPRSS6	Tmprss6	match
164668	80287	APOBEC3H	Apobec3	human_extra_suffix
164684	74716	WBP2NL	Wbp2nl	match
164714	239591	TTLL8	Ttll8	match
164781	71227	DAW1	Daw1	match
164832	381338	LONRF2	Lonrf2	match
165055	76138	CCDC138	Ccdc138	match
165082	381628	ADGRF3	Adgrf3	match
165100	71863	TEX44	Tex44	match
165186	320159	TOGARAM2	Togaram2	match
165215	241520	FAM171B	Fam171b	match
165257	226359	C1QL2	C1ql2	match
165324	217379	UBXN2A	Ubxn2a	match
165530	51811	CLEC4F	Clec4f	match
165545	93838	DQX1	Dqx1	match
165679	66183	SPTSSB	Sptssb	match
165721	56691	DNAJB8	Dnajb8	match
165829	239845	GPR156	Gpr156	match
165904	22437	XIRP1	Xirp1	match
165918	70238	RNF168	Rnf168	match
166012	71797	CHST13	Chst13	match
166336	243548	PRICKLE2	Prickle2	match
166348	74589	KBTBD12	Kbtbd12	match
166378	57815	AFG2A	Afg2a	match
166379	241950	BBS12	Bbs12	match
166614	70762	DCLK2	Dclk2	match
166647	70693	ADGRA3	Adgra3	match
166655	234329	TRIM60	Trim60	match
166752	333315	FREM3	Frem3	match
166785	109136	MMAA	Mmaa	match
166793	75079	ZBTB49	Zbtb49	match
166815	68140	TIGD2	Tigd2	match
166824	73246	RASSF6	Rassf6	match
166863	633285	RBM46	Rbm46	match
166929	74442	SGMS2	Sgms2	match
166968	218613	MIER3	Mier3	match
166979	238896	CDC20B	Cdc20b	match
167127	105887	UGT3A2	Ugt3a2	match
167153	100715	TENT2	Tent2	match
167227	70640	DCP2	Dcp2	match
167359	245269	NIM1K	Nim1k	match
167410	66643	LIX1	Lix1	match
167465	238803	ZNF366	Zfp366	mismatch
167555	73942	FAM151B	Fam151b	match
167681	244954	PRSS35	Prss35	match
167691	75782	LCA5	Lca5	match
167826	94222	OLIG3	Olig3	match
167838	378431	TXLNB	Txlnb	match
168002	240025	DACT2	Dact2	match
168090	66931	C6orf118	1700010I14Rik	mismatch
168391	67909	GALNTL5	Galntl5	match
168433	386611	RNF133	Rnf133	match
168455	72123	CCDC71L	Ccdc71l	match
168507	171395	PKD1L1	Pkd1l1	match
168544	68910	ZNF467	Zfp467	mismatch
168620	17341	BHLHA15	Bhlha15	match
168667	73230	BMPER	Bmper	match
168850	627049	ZNF800	Zfp800	mismatch
168975	435772	CNBD1	Cnbd1	match
169026	239436	SLC30A8	Slc30a8	match
169044	69700	COL22A1	Col22a1	match
169166	66696	SNX31	Snx31	match
169200	100201	TMEM64	Tmem64	match
169355	209176	IDO2	Ido2	match
169436	279029	STKLD1	Stkld1	match
169522	240595	KCNV2	Kcnv2	match
169611	241327	OLFML2A	Olfml2a	match
169693	226040	TMEM252	Tmem252	match
169714	227638	QSOX2	Qsox2	match
169792	226075	GLIS3	Glis3	match
169841	67911	ZNF169	Zfp169	mismatch
169966	213449	TENT5D	Tent5d	match
170082	245695	TCEANC	Tceanc	match
170261	72693	ZCCHC12	Zcchc12	match
170302	11878	ARX	Arx	match
170370	105511	FAM170B	Fam170b	match
170371	69069	TMEM273	Tmem273	match
170384	73068	POFUT4	Pofut4	match
170392	18302	OIT3	Oit3	match
170394	101631	PWWP2B	Pwwp2b	match
170463	76900	SSBP4	Ssbp4	match
170487	70362	ACTL10	Actl10	match
170506	72162	DHX36	Dhx36	match
170575	16205	GIMAP1	Gimap1	match
170589	170458	GPHA2	Gpha2	match
170591	268686	S100Z	S100z	match
170622	66200	COMMD6	Commd6	match
170680	57390	PSORS1C2	Psors1c2	match
170689	235130	ADAMTS15	Adamts15	match
170690	271127	ADAMTS16	Adamts16	match
170691	233332	ADAMTS17	Adamts17	match
170692	208936	ADAMTS18	Adamts18	match
170712	78174	COX7B2	Cox7b2	match
170825	14843	GSX2	Gsx2	match
170850	225030	KCNG3	Kcng3	match
170954	76448	PPP1R18	Ppp1r18	match
170961	70615	ANKRD24	Ankrd24	match
171017	269800	ZNF384	Zfp384	mismatch
171019	240322	ADAMTS19	Adamts19	match
171022	69812	BICDL3P	Abhd11os	mismatch
171023	228790	ASXL1	Asxl1	match
171024	118449	SYNPO2	Synpo2	match
171169	69363	SPACA4	Spaca4	match
171177	228543	RHOV	Rhov	match
171389	101613	NLRP6	Nlrp6	match
171425	69634	CLYBL	Clybl	match
171546	104725	SPTSSA	Sptssa	match
171558	19208	PTCRA	Ptcra	match
171568	78929	POLR3H	Polr3h	match
171586	106861	ABHD3	Abhd3	match
192111	72542	PGAM5	Pgam5	match
192134	272411	B3GNT6	B3gnt6	match
192286	67044	HIGD2A	Higd2a	match
192666	75706	KRT24	Krt24	match
192668	12879	CYS1	Cys1	match
192669	214150	AGO3	Ago3	match
192670	76850	AGO4	Ago4	match
192683	56807	SCAMP5	Scamp5	match
195827	66129	PRXL2C	Prxl2c	match
195828	238673	ZNF367	Zfp367	mismatch
195977	239029	ANTXRL	Antxrl	match
196047	329078	EMX2OS	Emx2os	match
196051	381925	PLPP4	Plpp4	match
196074	76894	METTL15	Mettl15	match
196264	319742	MPZL3	Mpzl3	match
196294	66541	IMMP1L	Immp1l	match
196374	332131	KRT78	Krt78	match
196383	80291	RILPL2	Rilpl2	match
196385	56087	DNAH10	Dnah10	match
196394	232566	AMN1	Amn1	match
196403	80904	DTX3	Dtx3	match
196410	71664	TMT1B	Tmt1b	match
196441	216345	ZFC3H1	Zfc3h1	match
