human_gene_id	mouse_gene_id	human_symbol	mouse_symbol
333929	30927	SNAI3	Snai3
8773	20619	SNAP23	Snap23
6616	20614	SNAP25	Snap25
9342	67474	SNAP29	Snap29
116841	67826	SNAP47	Snap47
9892	20616	SNAP91	Snap91
6617	75627	SNAPC1	Snapc1
6618	102209	SNAPC2	Snapc2
6621	227644	SNAPC4	Snapc4
10302	330959	SNAPC5	Snapc5
23557	20615	SNAPIN	Snapin
6622	20617	SNCA	Snca
9627	67847	SNCAIP	Sncaip
6620	104069	SNCB	Sncb
6623	20618	SNCG	Sncg
27044	56463	SND1	Snd1
25992	208777	SNED1	Sned1
11267	27681	SNF8	Snf8
79753	76793	SNIP1	Snip1
8303	20621	SNN	Snn
389084	73234	SNORC	Snorc
9751	241727	SNPH	Snph
54861	20623	SNRK	Snrk
79622	78372	SNRNP25	Snrnp25
11017	66618	SNRNP27	Snrnp27
11066	76167	SNRNP35	Snrnp35
9410	66585	SNRNP40	Snrnp40
154007	67797	SNRNP48	Snrnp48
6625	20637	SNRNP70	Snrnp70
23020	320632	SNRNP200	Snrnp200
6626	53607	SNRPA	Snrpa
6627	68981	SNRPA1	Snrpa1
6628	20638	SNRPB	Snrpb
6629	20639	SNRPB2	Snrpb2
6631	20630	SNRPC	Snrpc
6632	20641	SNRPD1	Snrpd1
6633	107686	SNRPD2	Snrpd2
6634	67332	SNRPD3	Snrpd3
6635	20643	SNRPE	Snrpe
6636	69878	SNRPF	Snrpf
6637	68011	SNRPG	Snrpg
6638	20646	SNRPN	Snrpn
6640	20648	SNTA1	Snta1
6641	20649	SNTB1	Sntb1
6645	20650	SNTB2	Sntb2
54212	71096	SNTG1	Sntg1
54221	268534	SNTG2	Sntg2
132203	218739	SNTN	Sntn
4809	20826	SNU13	Snu13
10073	66069	SNUPN	Snupn
8926	84704	SNURF	Snurf
22938	66354	SNW1	Snw1
6642	56440	SNX1	Snx1
6643	67804	SNX2	Snx2
8724	54198	SNX3	Snx3
8723	69150	SNX4	Snx4
27131	69178	SNX5	Snx5
58533	72183	SNX6	Snx6
51375	76561	SNX7	Snx7
29886	231834	SNX8	Snx8
51429	66616	SNX9	Snx9
29887	71982	SNX10	Snx10
29916	74479	SNX11	Snx11
29934	55988	SNX12	Snx12
23161	217463	SNX13	Snx13
57231	244962	SNX14	Snx14
29907	69024	SNX15	Snx15
64089	74718	SNX16	Snx16
9784	266781	SNX17	Snx17
112574	170625	SNX18	Snx18
399979	102607	SNX19	Snx19
124460	71607	SNX20	Snx20
90203	101113	SNX21	Snx21
79856	382083	SNX22	Snx22
28966	69226	SNX24	Snx24
83891	102141	SNX25	Snx25
81609	76742	SNX27	Snx27
92017	74478	SNX29	Snx29
401548	209131	SNX30	Snx30
169166	66696	SNX31	Snx31
254122	225861	SNX32	Snx32
257364	235406	SNX33	Snx33
6646	20652	SOAT1	Soat1
8435	223920	SOAT2	Soat2
55084	109205	SOBP	Sobp
8651	12703	SOCS1	Socs1
8835	216233	SOCS2	Socs2
9021	12702	SOCS3	Socs3
122809	67296	SOCS4	Socs4
9655	56468	SOCS5	Socs5
9306	54607	SOCS6	Socs6
30837	192157	SOCS7	Socs7
6647	20655	SOD1	Sod1
6648	20656	SOD2	Sod2
6649	20657	SOD3	Sod3
135927	76606	SOFU1	Llcfc1
402381	227631	SOHLH1	Sohlh1
6651	20658	SON	Son
10580	20411	SORBS1	Sorbs1
8470	234214	SORBS2	Sorbs2
10174	20410	SORBS3	Sorbs3
114815	58178	SORCS1	Sorcs1
57537	81840	SORCS2	Sorcs2
22986	66673	SORCS3	Sorcs3
6652	20322	SORD	Sord
6653	20660	SORL1	Sorl1
6272	20661	SORT1	Sort1
6654	20662	SOS1	Sos1
6655	20663	SOS2	Sos2
50964	74499	SOST	Sost
25928	66042	SOSTDC1	Sostdc1
134548	237761	SOWAHA	Sowaha
345079	78088	SOWAHB	Sowahb
65124	268301	SOWAHC	Sowahc
347454	245381	SOWAHD	Sowahd
6656	20664	SOX1	Sox1
6657	20674	SOX2	Sox2
6658	20675	SOX3	Sox3
6659	20677	SOX4	Sox4
6660	20678	SOX5	Sox5
55553	20679	SOX6	Sox6
83595	20680	SOX7	Sox7
30812	20681	SOX8	Sox8
6662	20682	SOX9	Sox9
6663	20665	SOX10	Sox10
6664	20666	SOX11	Sox11
6666	20667	SOX12	Sox12
9580	20668	SOX13	Sox13
8403	20669	SOX14	Sox14
6665	20670	SOX15	Sox15
64321	20671	SOX17	Sox17
54345	20672	SOX18	Sox18
11166	223227	SOX21	Sox21
11063	214105	SOX30	Sox30
6667	20683	SP1	Sp1
6668	78912	SP2	Sp2
6670	20687	SP3	Sp3
6671	20688	SP4	Sp4
389058	64406	SP5	Sp5
80320	83395	SP6	Sp6
121340	170574	SP7	Sp7
221833	320145	SP8	Sp8
100131390	381373	SP9	Sp9
53340	20686	SPA17	Spa17
158376	71406	SPAAR	Spaar
81833	67652	SPACA1	Spaca1
124912	75622	SPACA3	Spaca3
171169	69363	SPACA4	Spaca4
147650	75202	SPACA6	Spaca6
122258	78634	SPACA7	Spaca7
11092	69987	SPACA9	Spaca9
6674	26942	SPAG1	Spag1
6676	245865	SPAG4	Spag4
10615	54141	SPAG5	Spag5
9552	216873	SPAG7	Spag7
26206	433700	SPAG8	Spag8
9043	70834	SPAG9	Spag9
79582	66722	SPAG16	Spag16
200162	74362	SPAG17	Spag17
6678	20692	SPARC	Sparc
8404	13602	SPARCL1	Sparcl1
23111	229285	SPART	Spart
6683	50850	SPAST	Spast
100505741	70951	SPATA1	Spata1
9825	263876	SPATA2	Spata2
124044	78779	SPATA2L	Spata2l
130560	70060	SPATA3	Spata3
132851	69281	SPATA4	Spata4
54558	67946	SPATA6	Spata6
55064	381218	SPATA6L	Spata6l
55812	104871	SPATA7	Spata7
83890	75571	SPATA9	Spata9
221178	219140	SPATA13	Spata13
83893	70862	SPATA16	Spata16
128153	74717	SPATA17	Spata17
132671	73472	SPATA18	Spata18
219938	75469	SPATA19	Spata19
64847	217116	SPATA20	Spata20
374955	329972	SPATA21	Spata21
84690	380709	SPATA22	Spata22
202051	71242	SPATA24	Spata24
128497	75642	SPATA25	Spata25
138724	67317	SPATA31G1	Spata31g1
84226	102635990	SPATA31H1	Spata31h1
124783	328019	SPATA32	Spata32
124045	320869	SPATA33	Spata33
149643	75558	SPATA45	Spata45
284680	76925	SPATA46	Spata46
375686	74281	SPATC1	Spatc1
84221	76573	SPATC1L	Spatc1l
221409	71020	SPATS1	Spats1
65244	72572	SPATS2	Spats2
26010	67198	SPATS2L	Spats2l
147841	67629	SPC24	Spc24
57405	66442	SPC25	Spc25
28972	69019	SPCS1	Spcs1
9789	66624	SPCS2	Spcs2
60559	76687	SPCS3	Spcs3
25803	30051	SPDEF	Spdef
54908	70385	SPDL1	Spdl1
245711	70891	SPDYA	Spdya
92521	432572	SPECC1	Specc1
23384	74392	SPECC1L	Specc1l
25876	70997	SPEF1	Spef1
79925	320277	SPEF2	Spef2
10290	11790	SPEG	Speg
374768	74288	SPEM1	Spem1
201243	108803	SPEM2	Spem2
107983988	105243794	SPEM3	Spem3
23013	56381	SPEN	Spen
246777	66712	SPESP1	Spesp1
6687	234847	SPG7	Spg7
80208	214585	SPG11	Spg11
51324	27965	SPG21	Spg21
8877	20698	SPHK1	Sphk1
56848	56632	SPHK2	Sphk2
80309	77629	SPHKAP	Sphkap
6688	20375	SPI1	Spi1
6689	272382	SPIB	Spib
121599	20728	SPIC	Spic
152185	212514	SPICE1	Spice1
23514	224008	SPIDR	Spidr
10927	20729	SPIN1	Spin1
139886	270624	SPIN4	Spin4
144097	68229	SPINDOC	Spindoc
6690	20730	SPINK1	Spink1
6691	69982	SPINK2	Spink2
27290	20731	SPINK4	Spink4
11005	72432	SPINK5	Spink5
404203	433180	SPINK6	Spink6
84651	408198	SPINK7	Spink7
646424	78709	SPINK8	Spink8
153218	100038417	SPINK13	Spink13
408187	433178	SPINK14	Spink14
6692	20732	SPINT1	Spint1
10653	20733	SPINT2	Spint2
10816	629747	SPINT3	Spint3
391253	78239	SPINT4	Spint4
56907	68166	SPIRE1	Spire1
84501	234857	SPIRE2	Spire2
388381	72215	SPMAP1	Spmap1
51298	21830	SPMAP2	Spmap2
100506564	71868	SPMAP2L	Spmap2l
100130705	668210	SPMIP1	Spmip1
152940	100233207	SPMIP2	Spmip2
200159	69428	SPMIP3	Spmip3
136895	70821	SPMIP4	Spmip4
143379	67507	SPMIP5	Spmip5
84688	73721	SPMIP6	Spmip6
100130988	73862	SPMIP7	Spmip7
374739	73407	SPMIP8	Spmip8
200523	74221	SPMIP9	Spmip9
389320	67343	SPMIP10	Spmip10
255411	73863	SPMIP11	Spmip11
6693	20737	SPN	Spn
83985	73658	SPNS1	Spns1
124976	216892	SPNS2	Spns2
201305	77577	SPNS3	Spns3
23626	26972	SPO11	Spo11
90853	622480	SPOCD1	Spocd1
6695	20745	SPOCK1	Spock1
9806	94214	SPOCK2	Spock2
50859	72902	SPOCK3	Spock3
10418	233744	SPON1	Spon1
10417	100689	SPON2	Spon2
8405	20747	SPOP	Spop
339745	76857	SPOPL	Spopl
6696	20750	SPP1	Spp1
6694	75396	SPP2	Spp2
84888	66552	SPPL2A	Sppl2a
56928	73218	SPPL2B	Sppl2b
162540	237958	SPPL2C	Sppl2c
121665	74585	SPPL3	Sppl3
6697	20751	SPR	Spr
161742	114715	SPRED1	Spred1
200734	114716	SPRED2	Spred2
399473	101809	SPRED3	Spred3
79794	76792	SPRING1	Spring1
503542	212518	SPRN	Sprn
6707	20766	SPRR3	Sprr3
163778	229562	SPRR4	Sprr4
83932	244666	SPRTN	Sprtn
10252	24063	SPRY1	Spry1
10253	24064	SPRY2	Spry2
10251	236576	SPRY3	Spry3
81848	24066	SPRY4	Spry4
84926	223918	SPRYD3	Spryd3
283377	66701	SPRYD4	Spryd4
57213	66674	SPRYD7	Spryd7
80176	74646	SPSB1	Spsb1
84727	14794	SPSB2	Spsb2
90864	79043	SPSB3	Spsb3
92369	211949	SPSB4	Spsb4
6708	20739	SPTA1	Spta1
6709	20740	SPTAN1	Sptan1
6710	20741	SPTB	Sptb
6711	20742	SPTBN1	Sptbn1
6712	20743	SPTBN2	Sptbn2
57731	80297	SPTBN4	Sptbn4
51332	640524	SPTBN5	Sptbn5
10558	268656	SPTLC1	Sptlc1
9517	20773	SPTLC2	Sptlc2
55304	228677	SPTLC3	Sptlc3
171546	104725	SPTSSA	Sptssa
165679	66183	SPTSSB	Sptssb
144108	101685	SPTY2D1	Spty2d1
80763	319552	SPX	Spx
84654	79401	SPZ1	Spz1
6713	20775	SQLE	Sqle
58472	59010	SQOR	Sqor
8878	18412	SQSTM1	Sqstm1
10011	24068	SRA1	Sra1
149563	277744	SRARP	Srarp
55133	78586	SRBD1	Srbd1
6714	20779	SRC	Src
10847	100043597	SRCAP	Srcap
80725	56013	SRCIN1	Srcin1
6715	78925	SRD5A1	Srd5a1
6716	94224	SRD5A2	Srd5a2
79644	57357	SRD5A3	Srd5a3
6720	20787	SREBF1	Srebf1
6721	20788	SREBF2	Srebf2
140890	218543	SREK1	Srek1
285672	67288	SREK1IP1	Srek1ip1
6722	20807	SRF	Srf
153443	67222	SRFBP1	Srfbp1
57522	117600	SRGAP1	Srgap1
23380	14270	SRGAP2	Srgap2
9901	259302	SRGAP3	Srgap3
5552	19073	SRGN	Srgn
6717	109552	SRI	Sri
6345	106393	SRL	Srl
6723	20810	SRM	Srm
6725	20811	SRMS	Srms
6726	27058	SRP9	Srp9
6727	20813	SRP14	Srp14
6728	66384	SRP19	Srp19
6730	217337	SRP68	Srp68
6731	66661	SRP72	Srp72
6732	20815	SRPK1	Srpk1
6733	20817	SRPK2	Srpk2
26576	56504	SRPK3	Srpk3
6734	67398	SRPRA	Srpra
58477	20818	SRPRB	Srprb
8406	51795	SRPX	Srpx
27286	68792	SRPX2	Srpx2
63826	27364	SRR	Srr
402055	70118	SRRD	Srrd
10250	51796	SRRM1	Srrm1
23524	75956	SRRM2	Srrm2
222183	58212	SRRM3	Srrm3
84530	68955	SRRM4	Srrm4
51593	83701	SRRT	Srrt
6426	110809	SRSF1	Srsf1
6427	20382	SRSF2	Srsf2
6428	20383	SRSF3	Srsf3
6429	57317	SRSF4	Srsf4
6430	20384	SRSF5	Srsf5
6431	67996	SRSF6	Srsf6
6432	225027	SRSF7	Srsf7
8683	108014	SRSF9	Srsf9
10772	14105	SRSF10	Srsf10
9295	69207	SRSF11	Srsf11
135295	272009	SRSF12	Srsf12
140809	76650	SRXN1	Srxn1
6760	268996	SS18	Ss18
26039	269397	SS18L1	Ss18l1
51188	26901	SS18L2	Ss18l2
6741	20823	SSB	Ssb
6742	381760	SSBP1	Ssbp1
23635	66970	SSBP2	Ssbp2
23648	72475	SSBP3	Ssbp3
170463	76900	SSBP4	Ssbp4
136853	109267	SSC4D	Ssc4d
284297	269855	SSC5D	Ssc5d
54434	231637	SSH1	Ssh1
85464	237860	SSH2	Ssh2
54961	245857	SSH3	Ssh3
136263	75647	SSMEM1	Ssmem1
8636	68475	SSNA1	Ssna1
8082	16651	SSPN	Sspn
6745	107513	SSR1	Ssr1
6746	66256	SSR2	Ssr2
6747	67437	SSR3	Ssr3
6748	20832	SSR4	Ssr4
6749	20833	SSRP1	Ssrp1
6750	20604	SST	Sst
6751	20605	SSTR1	Sstr1
6752	20606	SSTR2	Sstr2
6753	20607	SSTR3	Sstr3
6754	20608	SSTR4	Sstr4
6755	20609	SSTR5	Sstr5
29101	68991	SSU72	Ssu72
51066	243612	SSUH2	Ssu2
117178	99167	SSX2IP	Ssx2ip
6482	20442	ST3GAL1	St3gal1
6483	20444	ST3GAL2	St3gal2
6487	20441	ST3GAL3	St3gal3
6484	20443	ST3GAL4	St3gal4
8869	20454	ST3GAL5	St3gal5
10402	54613	ST3GAL6	St3gal6
6480	20440	ST6GAL1	St6gal1
84620	240119	ST6GAL2	St6gal2
55808	20445	ST6GALNAC1	St6galnac1
10610	20446	ST6GALNAC2	St6galnac2
256435	20447	ST6GALNAC3	St6galnac3
27090	20448	ST6GALNAC4	St6galnac4
81849	26938	ST6GALNAC5	St6galnac5
30815	50935	ST6GALNAC6	St6galnac6
7982	64213	ST7	St7
54879	229681	ST7L	St7l
6489	20449	ST8SIA1	St8sia1
8128	20450	ST8SIA2	St8sia2
51046	20451	ST8SIA3	St8sia3
7903	20452	ST8SIA4	St8sia4
29906	225742	ST8SIA5	St8sia5
338596	241230	ST8SIA6	St8sia6
6767	70356	ST13	St13
6768	19143	ST14	St14
9705	240690	ST18	St18
23166	192187	STAB1	Stab1
55576	192188	STAB2	Stab2
6769	20840	STAC	Stac
342667	217154	STAC2	Stac2
246329	237611	STAC3	Stac3
10274	20842	STAG1	Stag1
10735	20843	STAG2	Stag2
10734	50878	STAG3	Stag3
8027	20844	STAM	Stam
10254	56324	STAM2	Stam2
10617	70527	STAMBP	Stambp
57559	76630	STAMBPL1	Stambpl1
26228	56792	STAP1	Stap1
55620	106766	STAP2	Stap2
6770	20845	STAR	Star
10948	59045	STARD3	Stard3
83930	76205	STARD3NL	Stard3nl
134429	170459	STARD4	Stard4
80765	170460	STARD5	Stard5
147323	170461	STARD6	Stard6
56910	99138	STARD7	Stard7
9754	236920	STARD8	Stard8
57519	668880	STARD9	Stard9
10809	56018	STARD10	Stard10
90627	243362	STARD13	Stard13
6772	20846	STAT1	Stat1
6773	20847	STAT2	Stat2
6774	20848	STAT3	Stat3
6775	20849	STAT4	Stat4
6776	20850	STAT5A	Stat5a
6777	20851	STAT5B	Stat5b
6778	20852	STAT6	Stat6
6780	20853	STAU1	Stau1
27067	29819	STAU2	Stau2
8987	52331	STBD1	Stbd1
6781	20855	STC1	Stc1
8614	20856	STC2	Stc2
26872	70358	STEAP1	Steap1
261729	74051	STEAP2	Steap2
55240	68428	STEAP3	Steap3
79689	117167	STEAP4	Steap4
63932	77644	STEEP1	Steep1
6491	20460	STIL	Stil
6786	20866	STIM1	Stim1
57620	116873	STIM2	Stim2
340061	72512	STING1	Sting1
10963	20867	STIP1	Stip1
6788	56274	STK3	Stk3
6789	58231	STK4	Stk4
6793	20868	STK10	Stk10
6794	20869	STK11	Stk11
114790	71728	STK11IP	Stk11ip
8576	20872	STK16	Stk16
9262	98267	STK17B	Stk17b
8428	223255	STK24	Stk24
10494	59041	STK25	Stk25
51765	70415	STK26	Stk26
56164	77485	STK31	Stk31
202374	269019	STK32A	Stk32a
55351	64293	STK32B	Stk32b
282974	57740	STK32C	Stk32c
65975	117229	STK33	Stk33
140901	67333	STK35	Stk35
27148	269209	STK36	Stk36
11329	106504	STK38	Stk38
23012	232533	STK38L	Stk38l
27347	53416	STK39	Stk39
83931	74178	STK40	Stk40
169436	279029	STKLD1	Stkld1
3925	16765	STMN1	Stmn1
11075	20257	STMN2	Stmn2
50861	20262	STMN3	Stmn3
81551	56471	STMN4	Stmn4
401236	380842	STMND1	Stmnd1
647087	67705	STMP1	Stmp1
79991	108689	STN1	Stn1
2040	13830	STOM	Stom
9399	69106	STOML1	Stoml1
30968	66592	STOML2	Stoml2
161003	229277	STOML3	Stoml3
85439	108800	STON2	Ston2
219736	216021	STOX1	Stox1
56977	71069	STOX2	Stox2
90529	78806	STPG1	Stpg1
285555	381476	STPG2	Stpg2
441476	74472	STPG3	Stpg3
285051	75467	STPG4	Stpg4
64220	20897	STRA6	Stra6
346673	20899	STRA8	Stra8
92335	72149	STRADA	Strada
55437	227154	STRADB	Stradb
11171	20901	STRAP	Strap
55342	20744	STRBP	Strbp
161497	140476	STRC	Strc
85369	229707	STRIP1	Strip1
57464	320609	STRIP2	Strip2
100507537	102637511	STRIT1	Strit1
6801	268980	STRN	Strn
29966	94186	STRN3	Strn3
29888	97387	STRN4	Strn4
412	20905	STS	Sts
3703	16430	STT3A	Stt3a
201595	68292	STT3B	Stt3b
10273	56424	STUB1	Stub1
375057	381310	STUM	Stum
6804	20907	STX1A	Stx1a
112755	56216	STX1B	Stx1b
2054	13852	STX2	Stx2
6809	20908	STX3	Stx3
6810	20909	STX4	Stx4a
6811	56389	STX5	Stx5a
10228	58244	STX6	Stx6
8417	53331	STX7	Stx7
9482	55943	STX8	Stx8
8676	74732	STX11	Stx11
23673	100226	STX12	Stx12
8675	228960	STX16	Stx16
55014	67727	STX17	Stx17
53407	71116	STX18	Stx18
415117	68159	STX19	Stx19
6812	20910	STXBP1	Stxbp1
6813	20911	STXBP2	Stxbp2
6814	20912	STXBP3	Stxbp3
252983	20913	STXBP4	Stxbp4
134957	78808	STXBP5	Stxbp5
9515	207227	STXBP5L	Stxbp5l
29091	217517	STXBP6	Stxbp6
55359	243659	STYK1	Styk1
6815	56291	STYX	Styx
51657	76571	STYXL1	Styxl1
92235	240892	STYXL2	Styxl2
10923	20024	SUB1	Sub1
8803	20916	SUCLA2	Sucla2
8802	56451	SUCLG1	Suclg1
8801	20917	SUCLG2	Suclg2
56670	84112	SUCNR1	Sucnr1
51430	226551	SUCO	Suco
64426	71954	SUDS3	Suds3
51684	24069	SUFU	Sufu
79783	192136	SUGCT	Sugct
57794	70616	SUGP1	Sugp1
10147	234373	SUGP2	Sugp2
10910	67955	SUGT1	Sugt1
23213	240725	SULF1	Sulf1
55959	72043	SULF2	Sulf2
27284	56362	SULT1B1	Sult1b1
6819	69083	SULT1C2	Sult1c2
6783	20860	SULT1E1	Sult1e1
6820	54200	SULT2B1	Sult2b1
25830	29859	SULT4A1	Sult4a1
391365	73671	SULT6B1	Sult6b1
285362	58911	SUMF1	Sumf1
25870	67902	SUMF2	Sumf2
7341	22218	SUMO1	Sumo1
6613	170930	SUMO2	Sumo2
6612	20610	SUMO3	Sumo3
23353	77053	SUN1	Sun1
25777	223697	SUN2	Sun2
256979	194974	SUN3	Sun3
140732	76407	SUN5	Sun5
6821	211389	SUOX	Suox
8464	109115	SUPT3H	Supt3
6827	20922	SUPT4H1	Supt4a
6829	20924	SUPT5H	Supt5
6830	20926	SUPT6H	Supt6
9913	72195	SUPT7L	Supt7l
11198	114741	SUPT16H	Supt16
55578	56790	SUPT20H	Supt20
6832	338359	SUPV3L1	Supv3l1
6834	20930	SURF1	Surf1
6835	20931	SURF2	Surf2
6836	20932	SURF4	Surf4
6838	20935	SURF6	Surf6
64420	634731	SUSD1	Susd1
56241	71733	SUSD2	Susd2
203328	66329	SUSD3	Susd3
55061	96935	SUSD4	Susd4
26032	382111	SUSD5	Susd5
9766	217684	SUSD6	Susd6
6839	20937	SUV39H1	Suv39h1
79723	64707	SUV39H2	Suv39h2
23512	52615	SUZ12	Suz12
9900	64051	SV2A	Sv2a
9899	64176	SV2B	Sv2b
22987	75209	SV2C	Sv2c
374969	69216	SVBP	Svbp
79987	64817	SVEP1	Svep1
6840	225115	SVIL	Svil
258010	75744	SVIP	Svip
55530	68666	SVOP	Svop
136306	320590	SVOPL	Svopl
23075	20947	SWAP70	Swap70
375757	72931	SWI5	Swi5
126074	66962	SWSAP1	Swsap1
54823	66875	SWT1	Swt1
94056	67043	SYAP1	Syap1
55638	319613	SYBU	Sybu
93426	74075	SYCE1	Syce1
100130958	668110	SYCE1L	Syce1l
256126	71846	SYCE2	Syce2
644186	75459	SYCE3	Syce3
342898	68416	SYCN	Sycn
6847	20957	SYCP1	Sycp1
10388	320558	SYCP2	Sycp2
221711	637277	SYCP2L	Sycp2l
50511	20962	SYCP3	Sycp3
85360	71709	SYDE1	Syde1
84144	214804	SYDE2	Syde2
25949	68592	SYF2	Syf2
6850	20963	SYK	Syk
8189	68188	SYMPK	Sympk
6853	20964	SYN1	Syn1
6854	20965	SYN2	Syn2
8224	27204	SYN3	Syn3
81493	68828	SYNC	Sync
10492	56403	SYNCRIP	Syncrip
79953	433485	SYNDIG1	Syndig1
646658	627191	SYNDIG1L	Syndig1l
23345	64009	SYNE1	Syne1
23224	319565	SYNE2	Syne2
161176	212073	SYNE3	Syne3
163183	233066	SYNE4	Syne4
8831	240057	SYNGAP1	Syngap1
9145	20972	SYNGR1	Syngr1
9144	20973	SYNGR2	Syngr2
9143	20974	SYNGR3	Syngr3
23546	58867	SYNGR4	Syngr4
8867	104015	SYNJ1	Synj1
8871	20975	SYNJ2	Synj2
23336	233335	SYNM	Synm
11346	104027	SYNPO	Synpo
171024	118449	SYNPO2	Synpo2
79933	68760	SYNPO2L	Synpo2l
132204	72003	SYNPR	Synpr
11276	217030	SYNRG	Synrg
6855	20977	SYP	Syp
6856	19027	SYPL1	Sypl1
284612	17306	SYPL2	Sypl2
90196	66460	SYS1	Sys1
6857	20979	SYT1	Syt1
127833	20980	SYT2	Syt2
84258	20981	SYT3	Syt3
6860	20983	SYT4	Syt4
6861	53420	SYT5	Syt5
148281	54524	SYT6	Syt6
9066	54525	SYT7	Syt7
90019	55925	SYT8	Syt8
143425	60510	SYT9	Syt9
341359	54526	SYT10	Syt10
23208	229521	SYT11	Syt11
91683	171180	SYT12	Syt12
57586	80976	SYT13	Syt13
255928	329324	SYT14	Syt14
83851	238266	SYT16	Syt16
51760	110058	SYT17	Syt17
84958	269589	SYTL1	Sytl1
54843	83671	SYTL2	Sytl2
94120	83672	SYTL3	Sytl3
94121	27359	SYTL4	Sytl4
94122	236643	SYTL5	Sytl5
84447	74126	SYVN1	Syvn1
26099	213491	SZRD1	Szrd1
23334	230676	SZT2	Szt2
134864	111174	TAAR1	Taar1
9287	209512	TAAR2	Taar2
9038	215854	TAAR5	Taar5
319100	215855	TAAR6	Taar6
134860	503558	TAAR9	Taar9
10454	66513	TAB1	Tab1
23118	68652	TAB2	Tab2
257397	66724	TAB3	Tab3
6863	21333	TAC1	Tac1
6866	21334	TAC3	Tac2
255061	93670	TAC4	Tac4
6867	320165	TACC1	Tacc1
10579	57752	TACC2	Tacc2
10460	21335	TACC3	Tacc3
51204	70207	TACO1	Taco1
6869	21336	TACR1	Tacr1
6865	21337	TACR2	Tacr2
6870	21338	TACR3	Tacr3
4070	56753	TACSTD2	Tacstd2
117143	27878	TADA1	Tada1
6871	217031	TADA2A	Tada2a
93624	231151	TADA2B	Tada2b
10474	101206	TADA3	Tada3
6872	270627	TAF1	Taf1
9015	21339	TAF1A	Taf1a
9014	21340	TAF1B	Taf1b
9013	21341	TAF1C	Taf1c
79101	75316	TAF1D	Taf1d
6873	319944	TAF2	Taf2
83860	209361	TAF3	Taf3
6874	228980	TAF4	Taf4
6875	72504	TAF4B	Taf4b
6877	226182	TAF5	Taf5
27097	102162	TAF5L	Taf5l
6878	21343	TAF6	Taf6
10629	225895	TAF6L	Taf6l
6879	24074	TAF7	Taf7
129685	63856	TAF8	Taf8
6880	108143	TAF9	Taf9
51616	407786	TAF9B	Taf9b
6881	24075	TAF10	Taf10
6882	68776	TAF11	Taf11
6883	66464	TAF12	Taf12
6884	99730	TAF13	Taf13
8148	70439	TAF15	Taf15
407738	320265	TAFA1	Tafa1
338811	268354	TAFA2	Tafa2
284467	329731	TAFA3	Tafa3
151647	320701	TAFA4	Tafa4
25817	106014	TAFA5	Tafa5
6901	66826	TAFAZZIN	Tafazzin
117289	72536	TAGAP	Tagap
6876	21345	TAGLN	Tagln
8407	21346	TAGLN2	Tagln2
29114	56370	TAGLN3	Tagln3
6886	21349	TAL1	Tal1
6887	21350	TAL2	Tal2
6888	21351	TALDO1	Taldo1
160622	56149	TAMALIN	Tamalin
132001	68971	TAMM41	Tamm41
85461	66860	TANC1	Tanc1
26115	77097	TANC2	Tanc2
128989	27883	TANGO2	Tango2
79613	272538	TANGO6	Tango6
10010	21353	TANK	Tank
57551	216965	TAOK1	Taok1
9344	381921	TAOK2	Taok2
51347	330177	TAOK3	Taok3
6890	21354	TAP1	Tap1
6891	21355	TAP2	Tap2
6892	21356	TAPBP	Tapbp
55080	213233	TAPBPL	Tapbpl
202018	231225	TAPT1	Tapt1
6894	212728	TARBP1	Tarbp1
6895	21357	TARBP2	Tarbp2
23435	230908	TARDBP	Tardbp
441864	245126	TARM1	Tarm1
6897	110960	TARS1	Tars1
80222	71807	TARS2	Tars2
123283	272396	TARS3	Tars3
80835	110326	TAS1R1	Tas1r1
80834	83770	TAS1R2	Tas1r2
83756	83771	TAS1R3	Tas1r3
50834	57254	TAS2R1	Tas2r119
50831	574417	TAS2R3	Tas2r137
50832	57253	TAS2R4	Tas2r108
50837	387355	TAS2R7	Tas2r130
50833	387347	TAS2R16	Tas2r118
5726	387513	TAS2R38	Tas2r138
259286	387515	TAS2R40	Tas2r144
259287	387353	TAS2R41	Tas2r126
353164	387356	TAS2R42	Tas2r131
338398	387512	TAS2R60	Tas2r135
80231	71398	TASL	Tasl
23272	218850	TASOR	Tasor
54906	105203	TASOR2	Tasor2
55617	75812	TASP1	Tasp1
6898	234724	TAT	Tat
83940	69694	TATDN1	Tatdn1
9797	381801	TATDN2	Tatdn2
128387	68972	TATDN3	Tatdn3
8887	52440	TAX1BP1	Tax1bp1
30851	76281	TAX1BP3	Tax1bp3
219793	65971	TBATA	Tbata
23216	57915	TBC1D1	Tbc1d1
55357	381605	TBC1D2	Tbc1d2
23102	67016	TBC1D2B	Tbc1d2b
9882	210789	TBC1D4	Tbc1d4
9779	72238	TBC1D5	Tbc1d5
11138	54610	TBC1D8	Tbc1d8
54885	245638	TBC1D8B	Tbc1d8b
23158	71310	TBC1D9	Tbc1d9
23061	76795	TBC1D9B	Tbc1d9b
83874	103724	TBC1D10A	Tbc1d10a
26000	68449	TBC1D10B	Tbc1d10b
374403	108995	TBC1D10C	Tbc1d10c
23232	209478	TBC1D12	Tbc1d12
54662	70296	TBC1D13	Tbc1d13
57533	100855	TBC1D14	Tbc1d14
64786	66687	TBC1D15	Tbc1d15
125058	207592	TBC1D16	Tbc1d16
79735	233204	TBC1D17	Tbc1d17
